path,text_needed
software engineer,javascript php cascading style sheets css mobile application development laravel software development python programming language reactjs programming language mysql fullstack development nodejs git typescript ionic framework firebase mongodb angular aws lambda amazon electronjs codeigniter swagger api amazon cognito nestjs sequelizejs rest apis typeorm hapijs lumen postman api prisma graphql amazon quicksight sqlite pyqt expressjs heroku fastify harperdb restify supabase moleculer redis alpine couchbase ottomanjs loopback amazon dynamodb certificate python esoft metro campus diploma web engineering esoft metro campus dharmapala vidyalaya software engineer helium solutions full stack developer siyaluma corporation pvt ltd internship trainee infact solutions pvt ltd
devops,java php cascading style sheets css laravel html sql mysql microsoft office ubuntu ajax grafana angular amazon web services aws netbeans sketchup docker phpmyadmin eclipse react git ecmascript libreoffice jenkins bachelor degree university moratuwa associate devops engineer arimac intern devops support engineer arimac software engineer intern ceynocta pvt ltd
quality assurance,java microsoft office mysql html microsoft excel teamwork api testing matlab php jquery visual studio public speaking microsoft word microsoft powerpoint english selenium testing time management powerpoint css software project management windows dbms scrum jira behaviordriven development bdd mysql qa automation robotic process automation rpa mobile automation specflow jscript anjularjs scalable vector graphics svg prolog galen framework web automation ui automation galen framework institute java software engineering galle sri lanka british way english academy school southlands college gallle sri lanka senior quality assurance engineer zone24x7 senior quality assurance analyst upay payment services pvt ltd quality assurance analyst upay payment services pvt ltd quality assurance intern millennium information technologies
devops,mysql linux networking ansible jboss eap nginx atlassian bamboo chef vmware vsphere msc kingston university bsc information technology sliit senior devops engineer global market technologies pvt ltd senior system engineer global market technologies pvt ltd system engineer global market technologies pvt ltd system engineering intern millenniumit
quality assurance,java mysql sql android studio manual testing test cases jira programming language agile methodologies quality assurance information technology visual studio microsoft sql server net framework scrum eclipse defect management bsc hons information technology sliit quality assurance engineer acentura inc
software engineer,java javascript php cascading style sheets css html leadership sql python programming language reactjs bootstrap mysql public speaking web development teamwork project management cloud computing agile methodologies google cloud platform gcp management xml adobe photoshop amazon web services aws customer service networking apache kafka apache spark strategic planning internet things iot graphic design swimming adobe illustrator distributed systems tensorflow robotic process automation rpa hive business process management network architecture ibm db hadoop apache nifi jira debate outdoor adventures onair announcing radio announcing mqtt business process automation sc special degree sabaragamuwa university high school vishaka balika vidyalaya sapugaskanda sri dharmaraja dhamma school software engineer tiqri associate software engineer able private limited network administrator sk international holdings human resources development intern star garments group
software engineer,java javascript mysql cascading style sheets css sql git html english leadership angular net framework angular material aspnet core bachelor science honours information technology specialized software engineering computer software engineering sliit physical sciences st thomas college matale galewela primary college senior software engineer data capture experts software engineer data capture experts associate software engineer data capture experts associate software engineer qualitapps europe
mobile app developer,java javascript android development mobile application development software development programming programming language objectoriented programming oop flutter android git mobile applications firebase data structures algorithms dart kotlin cloud firestore problem solving android sdk programming languages alexandria university mobile application developer upwork mobile application developer mobile application developer mostaql com مستقل
software engineer,java javascript html cascading style sheets css communication html python programming language reactjs bootstrap programming language mysql android nodejs git team leadership english adobe photoshop sketchup blender problem solving critical thinking photoshop blender bsc hons information technology management university moratuwa advanced level commerce mn sirthy vinayakar hindu college software engineer eyepax associate software engineer ceylon solutions software engineer intern wso2 sales representative distributor jat holding ltd
datascience,sql git problem solving mongodb microsoft excel python data science hbase logistic regression tableau time series analysis statistical modeling research team management microsoft power bi analytics exploratory data analysis amazon web services aws nosql applied machine learning financial analysis business analytics economics google bigquery google cloud dataflow amazon dynamodb google cloud automl tech electrical electronics communications engineering jaypee institute information technology delhi public school bokaro steel city machine learning engineer bharatpe data scientist bharatpe data scientist galytix data science intern galytix
cyber security,java html sql linux html microsoft word data analysis databases english microsoft office leadership public speaking software development life cycle sdlc microsoft excel microsoft powerpoint customer service research agile methodologies communication information technology social media oracle database product development leadership development microsoft outlook event planning higher education team building computer hardware service management domain name system dns data entry customer relationship management crm office administration elearning audit virtual private network vpn journal entries lesson planning executive msc finance finance asia university bachelor science sc information technology sliit yashodara devi balika maha vidyalaya vendor risk specialist cyber security dialog axiata plc information system auditor pan asia banking corporation plc technology advisory lead ey senior technology advisory associate ey
quality assurance,java android development mysql html javascript sql test automation software quality assurance test cases soapui selenium webdriver php regression testing test planning agile methodologies user acceptance testing objectoriented programming oop software development android jmeter web development communication scrum eclipse postgresql business analysis uml netbeans oracle sql developer problem solving unified modeling language uml oop web services tortoise svn software engineering tomcat servlets cmmi bitbucket issue traking multitask handle highvolume workloads bug reports bachelor science sc hons university moratuwa quality assurance engineer crossover work software quality assurance engineer mitra innovation software quality assurance engineer openarc systems management pvt ltd associate software quality assurance engineer openarc systems management pvt ltd
datascience,java python programming language sql machine learning microsoft azure deep learning python data structures algorithms hadoop apache spark docker products distributed systems mapreduce apache kafka kubernetes reinforcement learning cassandra geographic information systems gis redis rabbitmq celery maps fastapi bachelor technology tech computer science techno india college technology higher secondary intermediate cbse mathematics computer science model school durgapur machine learning engineer infinite analytics software engineer cgi co founder cto fisheyebox aerodrive research assistant calcutta university kolkata
quality assurance,leadership java microsoft office mysql javascript angularjs nodejs reactjs public speaking mongodb acting dance voice acting cricket bachelor science bs university moratuwa st thomas college matale software quality assurance engineer simcentric sri lanka former trainee software engineer mobitel pvt ltd
mobile app developer,java javascript android development android studio mobile application development flutter react native git firebase dart opencv database management system dbms kotlin cloud firestore unity android sdk ios development swift programming language ios swiftui xcode android ios development jetpack compose hnd nibm senior ios android developer point grey solutions pvt ltd freelance mobile application developer self employed mobile application developer innovative inc
datascience,python programming language sql git machine learning data analysis leadership public speaking deep learning statistics artificial neural networks computer vision pyspark tensorflow pytorch numpy scikitlearn feature engineering flask optimization algorithms aws lambda elasticsearch docker multivariable calculus postgraduate degree machine learning ai international institute information technology bangalore bachelor degree information technology rajalakshmi engineering college higher secondary new prince matriculation data scientist blackstraw ai engineer dream technical intern dream technical intern spi cinemas private limited
business analyst,java javascript sql microsoft sql server xml oop web services software engineering bsc information technology curtin university technology australia curtin university technology diploma information technology sri lanka institute information technology business analyst villvay software engineer virtusa
business analyst,leadership java project management mysql microsoft excel analytical skills microsoft word microsoft powerpoint multitasking time management management self learning business analysis problem solving critical thinking team management microsoft project negotiation lecturing visio bachelor information technology university colombo school computing diploma public management university sri jayewardenepura java standalone application development java institute advanced technology business analyst opusxenta business analyst sml group limited business analyst tryonics pvt ltd business analyst east link engineering
business analyst,microsoft office customer service team leadership management strategic planning business analysis team management retail banking banking fashion design risk management business strategy financial analysis credit credit risk portfolio management budgeting forecasting fashion forecasting fashion styling supplier negotiation business travel commercial banking relationship management fashion writing graduate diploma management bms certificate banking institute bankers sri lanka diploma fashion designing lanka institute fashion technology business analyst hsbc electronic data processing lanka pvt ltd digital marketing strategist ekwa marketing key account manager ekwa marketing assistant manager hsbc retail banking wealth management
software engineer,java mysql spring boot postgresql angular maven plsql jasper reports eclipse javaserver faces jsf selenium testing primefaces uva wellassa university software engineer informatics international associate software engineer informatics international limited software engineer internship lolc technologies limited
datascience,data engineering data analysis microsoft office software development life cycle sdlc python hadoop tableau big data amazon web services aws sas visual basic applications vba sql agile waterfall methodologies google apps script master degree information technology monash university bachelor degree finance shenzhen university data engineer bank developer infocentric data engineer analyst nab analyst intern parmalat australia
quality assurance,bachelor science honours electronics information technology university colombo visakha vidyalaya engineer software quality assurance evonsys associate engineer software quality assurance evonsys trainee software quality assurance engineer evonsys
datascience,php mysql angularjs laravel machine learning microsoft office flutter artificial intelligence ai android development android electronics ios ios development xcode bachelor engineering electronics communication ktvr knowledge park engineering technology ml engineer ah technologies publishing software engineer ah technologies publishing mobile application developer android ios falcon square private limited india
devops,team leadership amazon web services aws ansible terraform historical research master business administration mba university bedfordshire bachelor degree sliit high school hindu college colombo senior engineer configuration management release devops london stock exchange group lseg infrastructure engineer london stock exchange group lseg networking internship millenniumit esp internship mobitel pvt ltd
devops,mysql linux ubuntu postgresql photoshop windows network security microsoft sql server microsoft azure sql azure amazon web services aws networking jenkins troubleshooting continuous delivery ansible computer hardware continuous integration windows server active directory red hat linux apache technical support aws computer repair hardware scripting computer hardware troubleshooting network administration linux server automation hardware diagnostics ccna cisco technologies switches routers linux system administration mcsa software installation linux desktop hardware support server configuration nginx jenkins azure internet troubleshooting cicd artifacts continuous mcsa security computer awareness program 2011 open university sri lanka veta foundation english veta certification amoha learning solutions bt hindu college senior devops engineer creative software devops engineer embla software innovation pvt ltd junior system network engineer eyepax consulting pvt ltd junior network administrator rezgateway
datascience,java php mysql sql adobe premiere pro public speaking project management data structures management team management quality assurance css postgresql xampp html bachelor technology computer science christ university faculty engineering st lawrence hgh school kolkata ml support engineer playment associate project manager playment project associate playment intern cdi centre digital innovation
devops,java programming linux microsoft excel windows teamwork team leadership customer service networking telecommunications devops red hat linux linux system administration bachelor science bsc sliit maris stella college devops engineer dialog axiata plc junior network administrator rezgateway intern sri lanka telecom
network engineer,linux management embedded systems system administration database management system dbms network engineering bsc hons information technology sliit bachelor degree university colombo school computing ananda college colombo 10 trainee network engineer millenniumit esp
software engineer,java javascript android studio mobile application development python programming language reactjs spring framework spring boot frontend development web development react native orcad google cloud platform gcp backend web development internet things iot cloud firestore bsc hons engineering university moratuwa gce advanced level holy family convent kurunegala software engineer axiata digital labs trainee electronic engineer le robotics pvt ltd
mobile app developer,mobile application development frontend development web development teamwork mobile applications sass problem solving bachelor degree zagazig university mobile application developer paymac frontend web developer upwork
devops,java php cascading style sheets css html software development sql aspnet core soft skills microsoft office angularjs research microsoft sql server microsoft azure customer service troubleshooting customer support social media marketing social media technical support customer relationship management crm office data management software testing manual testing office administration market research environmental compliance environment health safety ehs waste management sustainability financial advisory linux ubuntu product costing environmental services environmental monitoring heavy metals environmental toxicology binary code marketing campaigns call agent bachelor degree emt federal university agriculture abeokuta devops engineer bulb africa business development manager adeyemi transport company quality assurance officer vatebra limited customer support engineer multichoice group outcess bpo
software engineer,java javascript php cascading style sheets css html software development programming sql databases mysql spring framework spring boot ajax jquery research windows visual studio javase hibernate xml oop java enterprise edition jsp networking microservices software engineering jasper reports troubleshooting operating systems java swing web services eclipse uml flash animation design patterns computer hardware struts jdbc javaee delphi flash actionscript jakarta ee reverse engineering jni embarcadero rad studio hardware sql experienced mysql bachelor degree wrexham glyndŵr university undergraduate semester java institute advanced technology gce st aloysius college ratnapura senior software engineer hcl technologies software engineer forti5 software engineer blackswan technologies software engineer hitachi digital payment solutions ltd
datascience,data engineering software development leadership project management management web design bachelor applied science basc undergraduate computer science statistics wayamba university sri lanka mahanama college colombo bachelor degree bsc computer science bit external degree undergratuade data engineer wavenet trainee software engineer wavenet freelance web designer self employed manager lumbini aquaria pvt ltd
datascience,java javascript python programming language php mysql html cascading style sheets css sql web development html microsoft word data engineering machine learning data analysis software development microsoft azure microsoft office java teamwork leadership public speaking project management microsoft excel customer service team leadership data science powerpoint software project management management devops big data communication storytelling android development visual basic coaching web design social media interpersonal communication agile project management volunteering system administration employee engagement ios development open office core ml automation employee learning development corporate training master science ms data science robert gordon university bcs hons computer science computer science university westminster chartered institute management accountants senior software engineer ifs professional member bcs chartered institute software engineer analytics intelligence reporting ifs associate data engineer mas holdings
business analyst,leadership project management microsoft office microsoft excel customer service teamwork requirements analysis presentation skills microsoft word management powerpoint team management people management requirements engineering bachelor degree university greenwich associate degree achievers lanka business school sirimavo bandaranaike vidyalaya business analyst pearson lanka business analyst hsenid mobile solutions pvt ltd co founder directpay business analyst paymedia pvt ltd
cyber security,software development english programming mathematics communication cybersecurity information technology bsc hons information technology cyber security sliit cyber security ceylon electricity board ceb
datascience,java python programming language mysql machine learning data analysis problem solving programming microsoft office teamwork leadership computer science microsoft excel python algorithms data visualization predictive modeling decision trees statistical modeling critical thinking business analysis ibm spss rstudio business strategy big data data modeling agile methodologies network security agile application development communication statistical tools statistical process control spc discrete mathematics software design junit software quality assurance decisionmaking cybersecurity requirements analysis requirements gathering product lifecycle management product management matplotlib pandas software usability usability testing operations management bsc hons applied statistcs university colombo combined mathematics dharmasoka college ambalangoda st theresa primary school data engineer axiata digital labs software engineer creative software member stat circle member colombo beacon
cyber security,python programming language php mysql html linux amazon web services aws cybersecurity web design phpmyadmin penetration testing kali linux bsc hons information technology specialising cyber security information technology sliit ananda college cyber security analyst cryptogen
devops,java javascript php mysql linux network security google cloud platform gcp networking telecommunications network administration freeradius bachelor degree srilanka institute information technology senior devops engineer exetel senior devops engineer axiata digital labs devops engineer creately system engineer ustocktrade llc
business analyst,leadership java microsoft office mysql html javascript microsoft excel cascading style sheets css sql teamwork android studio html team leadership php public speaking microsoft word microsoft powerpoint university kelaniya sri lanka associate business analyst smartzi business analyst intern acentura inc internship trainee mobios private limited
network engineer,java leadership microsoft office linux research signal processing photoshop microsoft excel microsoft word powerpoint windows electronics network security adobe photoshop customer service networking netbeans photography social media computer networking music video editing digital electronics microcontrollers fl studio wireless networking power electronics videography social services guitar playing singing enterprise network security ip networking pinnacle studio cubase bachelor degree joint major wayamba university sri lanka network system engineer kbsl information technologies limited ip network engineer lanka communication services pvt ltd
cyber security,python programming language html sql microsoft word english creative writing programming language microsoft powerpoint communication music singing impromptu speaking piano piano performance musical theatre poetry recorder korean associate royal schools music piano abrsm associate trinity college london piano trinity college london musaeus college cyber security specialist pwc sri lanka
devops,java leadership web applications databases shell scripting linux postgresql git google cloud platform gcp microsoft sql server oop amazon web services aws microservices jira docker kubernetes system administration web services google kubernetes engine gke elastic stack elk devops database administration ansible problem solving technical support bash computer maintenance system deployment network administration linux server testing linux system administration vmware consulting software troubleshooting bigip application support desktop application support autoit server monitoring computer engineering system monitoring new relic managing database debugging code bachelor degree al hussein bin talal university senior devops engineer atypon support engineer blue kangaroo aka choozon corporation
network engineer,java php mysql network security networking cisco routers lan switching packet tracer windows server red hat linux wireless networking centos routing protocols network monitoring tools ccna routing tcpip ccnp bgp ospf eigrp cisco meraki cyberoam fortinet cisco voip hp networking ccnp route ubuntu ipv ipv eem gns web development using php mysql programming advanced level maths piliyandala central college extra curriculum activities network engineer moqdigital network specialist network telecommunication division eap holding ltd assistant network engineer site engineer sierra trainee network engineer sri lanka telecom mobitel engineering division
devops,php software development objectoriented programming oop linux web development oop tomcat redis drupal database design rabbitmq scrum apache nginx linux system administration cms apache tomcat lig master degree princess sumaya university technology bachelor science bs princess sumaya university technology devops engineer expedia inc system administrator info2cell software development engineer info2cell web developer dot jo
datascience,java git machine learning python algorithms plc programming django objectivec eclipse spring framework natural language processing agile project management robotics network design speech recognition selenium embedded linux ros soft computing process control asterisk ivr postdoc ece university waterloo doctoral ece pohang university science technology senior ml engineer amazon software development engineer amazon software development engineer amazon senior software developer clearpath robotics
network engineer,information technology microsoft office linux windows network security networking operating systems cisco routers computer hardware red hat linux technical support network administration ccna cisco technologies cisco ios dhcp routers linux system administration tcpip windows wan higher education qualifications british computer society senanayake college senior network engineer millenniumit esp network engineer millenniumit esp network engineer ip technologies seconded mpl millenniumit associate systems engineer ip technologies seconded mpl millenniumit
datascience,javascript cascading style sheets css sql html machine learning data analysis microsoft office python data structures algorithms matlab master science ms computer science ml specialization columbia university city new york bachelor technology tech computer science pes university cbse 12th 95 national public school koramangala bangalore ai ml engineer apple graduate student researcher spoken language processing lab columbia university city new york software engineer intern uber atg software engineering intern miq
datascience,sql machine learning data analysis data mining statistics data analytics tableau predictive analytics big data financial analysis eda pgdiploma data science data science manipal academy higher education data scientist finacplus data science executive quantta analytics data analyst intern merittrac services
quality assurance,software quality assurance bachelor degree university plymouth quality assurance engineer affiniti innovations pvt ltd quality assurance engineer avonet technologies associate quality assurance engineer avonet technologies software quality assurance intern avonet technologies
software engineer,java javascript php cascading style sheets css android studio html sql microsoft office android ionic framework bitbucket phpstorm apache cordova quality assurance framework university colombo vijaya national collage getamanna mr muruthagaspitiya software engineer effective solutions pvt ltd trainee developer effective solutions pvt ltd intern university colombo school computing
software engineer,java javascript python programming language php mysql cascading style sheets css angularjs bootstrap python html wordpress microsoft office mongodb flutter data science android nosql javafx phpmyadmin flask unity diploma english icbt campus physical science stream anula vidyalaya janadhipathi balika vidyalaya software engineering trainee orel corporation
datascience,python programming language big data analytics machine learning data analysis databases microsoft office teamwork leadership microsoft excel customer service deep learning python team leadership artificial neural networks tableau statistical data analysis artificial intelligence ai analysis management microsoft power bi business analysis forecasting time management strategic planning business strategy strategy big data numpy neural networks financial analysis financial accounting finance new business development business development sales retail accounting business planning team building training payroll financial reporting account reconciliation cash flow administration budgets invoicing change management reconciliation bachelor business accounting victoria university advanced diploma accounting victoria university year 12 commerce slt sss mauritius data engineer telstra retail area manager delaware north australia new zealand networks graduate telstra workplace talk facilitator english connect monash university monash university
cyber security,network security networking network administration network design windows server system administration security cyber threat intelligence cti computer forensics cyber operations cyber defense cyber threat hunting cth sliit specialist any company
datascience,python programming language machine learning data analysis microsoft office deep learning algorithms statistics data science research pandas software data cleaning master degree computer science lahore university management sciences bachelor degree bs computer science government college university lahore intermediate computer science superior college research assistant lahore university management sciences teaching assistant lahore university management sciences data scientist environment protection department punjab
network engineer,project management telecommunications project planning wireless technologies telecommunications engineering internet protocol ip voice ip voip universal mobile telecommunications system umts cisco networking academy full technical diploma city guilds london institute master business administration mba ucam universidad católica san antonio de murcia engineer virtusa assistant engineer dialog axiata plc engineering executive dialog axiata plc technical officer dialog axiata plc
cyber security,java javascript php mysql linux html microsoft word english microsoft office teamwork leadership public speaking microsoft excel microsoft powerpoint netbeans windows eclipse visual basic visual studio sql server management studio tamil ruby wireshark metasploit sinhala nmap french burp suite zenmap physical sciences girls high school kandy lexicon international school kandy cisco networking academy intern information security analyst pearson trainee security consultant meta defence labs ltd
devops,javascript php html programming sql mysql css microsoft office linux ubuntu web development photoshop microsoft excel microsoft word powerpoint windows microsoft sql server networking switching troubleshooting computer hardware vbnet windows server active directory html firewalls domain name system dns hyperv routing vmware open shortest path first ospf vlan eigrp networkattached storage nas windows pfsense border gateway protocol bgp dynamic host configuration protocol dhcp veeam dell poweredge servers hp proliant kvm switches mitel pabx bachelor technology btech university vocational technology miani technical institute bt methodist central college devops engineer asrita network administrator sun aqua pasikudah graduate student university vocational technology internship eastern university srilanka
software engineer,java javascript html cascading style sheets css mobile application development software development programming sql python programming language reactjs bootstrap mysql javaserver pages jsp fullstack development spring framework objectoriented programming oop spring boot linux android nodejs web development git jquery spring mvc angularjs wordpress teamwork mobile applications mongodb backend web development javafx javase hibernate java enterprise edition maven microservices docker jasper reports java database connectivity jdbc unified modeling language uml semantic ui selenium web scraping database management system dbms problem solving mern stack java fx scrapy framework modelviewcontrollermvc web automation graduate diploma software engineering institute java software engineering st aloysius college udugama maha vidyalaya galle associate software engineer synergy pvt ltd trainee associate software engineer synergy pvt ltd software developer akvasoft
cyber security,software project management network security cybersecurity requirements analysis information security firewalls troubleshooting vendor management service management solution architecture itil dhcp technical support virtualization hardware computer security pki web application firewall endpoint security bigip mcafee host intrusion prevention bigip computer training institute st sylvester collage senior cyber security technical engineer emirates group senior techinical engineer emirates group consultant emirates group senior systems engineer john keels computer services
cyber security,python programming language php mysql html web development linux leadership project management adobe illustrator cybersecurity information security css cryptography social engineering penetration testing internet security certified information security manager cism bsc hons information technology specialising cyber security information technology sliit basic education royal college polonnaruwa graphic designer sliit faculty computing media unit
devops,azure devops enterprise resource planning erp network administration ethical hacking red hat enterprise linux rhel linux system administration devops microsoft dynamics ax higher national diploma information systems management national institute business management nibm sri lanka diploma software engineering dse national institute business management nibm sri lanka isipathana college colombo 05 devops engineer jinasena infotech pvt ltd associate software engineer jinasena limited internship ceylon petroleum storage terminals ltd
devops,java javascript php html cascading style sheets css html programming sql mysql css microsoft office linux eclipse prolog ansible vhdl assembly bachelor technology tech open university sri lanka kannangara mathugama senior engineer devops ikman lk engineer devops dialog axiata plc associate software engineer atom technologies pvt limited software engineer tertiary vocational education commission
software engineer,java javascript android development php laravel software development python programming language reactjs bootstrap net framework mysql objectoriented programming oop spring boot flutter nodejs web development react native jquery angularjs mongodb vuejs rest apis netbeans dart eclipse api development problem solving ios development react js materialui crossplatform development bachelor science bs sliit software engineer codex software engineer intern nexcolab
network engineer,information technology python programming language mysql linux machine learning network security microsoft azure amazon web services aws system administration computer networking cisco routers network engineering routers cisco systems products operations sliit network engineer people bank sri lanka
business analyst,marketing accounting business business development merchandising apparel bachelor degree london school economics political science lse lyceum international school acca business analyst hela clothing merchandiser development mas intimates pvt ltd merchandising intern mas intimates business development trainee neat solutions pvt ltd
mobile app developer,java communication leadership information technology microsoft office teamwork android sdk marketing dveloppement android formation gestion de projet anglais bachelor engineering ecole polytechnique de sousse licence appliquée en sciences et technologies de information essths école supérieure des sciences et de la technologie de hammam sousse mobile application developer afia tech july 2020 september 2020 executive assistant université de technologie sousse
quality assurance,java test automation manual testing python programming language regression testing test planning quality assurance software development appium test automation tools quality assurance engineer virtusa
cyber security,java javascript python programming language cascading style sheets css sql web development html microsoft word machine learning data analysis english programming microsoft office teamwork leadership public speaking project management computer science microsoft excel microsoft powerpoint customer service algorithms data mining github natural language processing nlp data science research market research management data modeling neural networks web design blogging google analytics web analytics digital marketing finance business development search engine optimization seo social media marketing marketing strategy google adwords content marketing search engine marketing sem inbound lead generation pay per click ppc inbound marketing bachelor degree computer science thapar institute engineering technology student dav public school gurgaon cyber security consultant mcafee technical consulting engineer cisco internship cisco head marketing department saturnalia techno cultural fest
mobile app developer,java android development android studio mobile application development leadership information technology software development microsoft office flutter android user interface design microsoft excel microsoft word teamwork mobile applications xml microsoft powerpoint adobe photoshop adobe premiere pro dart digital marketing user experience ux kotlin tensorflow team spirit ios development unreal engine user experience design ued quality assurance ios autodesk ds max xcode testing unreal engine microsoft products mobile marketing java progarmmer cryengine bsc hons sliit gce advance level mahanama college colombo mobile application developer fexcon intern mobile application development fexcon
software engineer,sql visual studio aspnet mvc json angular typescript sql server management studio angular material jira swagger api aspnet web api cnet net core angular command line interface cli entity framework ef core repository pattern devexpress stored procedures code first database first approaches dependency injection data representation sprints bachelor science computing information technology curtin university diploma information technology sliit associate member british computer society ambcs information technology bcs chartered institute software engineer data capture experts software developer fullstack onimta information technology pvt ltd
datascience,mysql machine learning data analysis deep learning python data visualization spark microsoft azure machine learning natural language processing databricks azure data factory azure data lake sql azure natural language understanding senior data scientist octave john keells group data scientist john keells holdings plc associate consultant data science john keells associate data scientist codegen international
business analyst,project management microsoft office teamwork analytical skills time management business analysis software documentation communication skills analysis team work flexibility bachelor degree university sri jayewardenepura musaeus college colombo advanced diploma management accounting chartered institute management accountants business analyst fortude assistant business solutions manager dfcc bank plc associate consultant potenza business analyst epic lanka
devops,java javascript php html programming mysql microsoft office python management microsoft azure amazon web services aws postman api jenkins terraform jmeter business analysis chef software system analysis web content writing circleci strategic communications vagrant software blazemeter sequel pro robo bachelor degree university colombo school computing high school sanghamitta girls college galle application services engineer lseg london stock exchange group devops engineer salpo technologies associate devops engineer salpo technologies intern development operations salpo technologies
quality assurance,leadership microsoft office microsoft excel teamwork aspnet databases visual studio microsoft sql server research microsoft word management powerpoint oracle database chemistry data analysis jee web services chemist bachelor science sc nsbm bachelor science sc ichemc quality assurance engineer databox technologies quality assurance engineer explorelogy tutor third space global pvt ltd assistant manager nalika caters
datascience,python programming language mysql machine learning deep learning data mining natural language processing nlp hadoop matlab apache spark big data core java postgresql weka solr unstructured data rapidminer apache mahout system architecture lucene master degree artificial intelligence amirkabir university technology tehran polytechnic bachelor degree computer software engineering amirkabir university technology tehran polytechnic senior ml engineer shopthing north america leading live shopping marketplace data scientist snapp sr nlp engineer artin ertebat data mining engineer artin ertebat
cyber security,java javascript sql linux html programming language microsoft sql server shell scripting network security cybersecurity information security perl operating systems unix ethical hacking vulnerability assessment security penetration testing web application security computer security information security management computer forensics application security ceh forensic analysis ethical hacker cracking windows passwords resetting passwords wire shark analyze network traffic network nessus acqunetix web vulnerability scanner penetration testing analyzing network traffic network creating analyzing virus worms torjans analyzing log files performing null session target system grab info hex editors pro analyze fileimage hex value acquiring analyzing data form suspects system big mother nmap netbus samspad air crack kismet ping online tools trace investigate emails elcoms softwares cracking password set application haveij perform sql injection autopsy sleuth kit analyze data form linux os guymager acquiring images hard disk linux os handy recovery recovering deleted files suspects system recovering deleted files suspects system ethical hacking concepts hacking tools cain able neo trace net scan pro lan state pro key loggers net stumbler loic track erase pro evidence eliminator etc gathering examining volatile data windows live system network pentest cse oxford college engineering vtu bachelor engineering computer science visvesvaraya technological university manager cyber security world informatix cyber security sr cyber security engineer tl world informatix cyber security security analyst l2 paladion networks system security engineer eikon technologies bangalore
software engineer,java javascript php html cascading style sheets css sql net framework mysql restful webservices microsoft office spring boot jquery spring mvc microsoft excel microsoft word hibernate maven plsql rest api spring security beng software engineering university westminster st paul girls school milagiriya software engineer arithmos pvt ltd software engineer ifs sri lanka software engineering trainee john keells computer services pvt ltd
devops,java mysql soft skills team motivation objectoriented programming oop linux git teamwork team leadership bitbucket microsoft visual studio code microsoft sql server microsoft azure team management amazon web services aws docker jenkins gitlab kubernetes analytical skills sourcetree version control web services team building serviceoriented architecture soa requirements analysis aws interpersonal skills api management infrastructure configuration management ssl certificates wso lens bachelor degree sliit high school taxila central college horana devops engineer chakray consulting senior engineer managed services chakray consulting engineer managed services chakray consulting software engineer mitra innovation
network engineer,electronics cloud computing network security networking switching troubleshooting analytical skills telecommunications engineering red hat linux virtual private network vpn network design firewalls telecommunications engineering gsm wireshark routing voip routers fiber optic networks servers internet protocol ip wide area network wan information security management open shortest path first ospf information security wireless internet protocol suite tcpip mpls networking security microsoft products transmission infrastructure optical fiber microwave information security management system isms fiber home ftth telephony wcdma sdh wimax transmission control protocol tcp session initiation protocol sip radio frequency rf pdh ss dsl genband switching engineering graduate diploma iesl college engineering bachelor engineering eng hons coventry university national diploma technology university moratuwa network security engineer sri lanka telecom technical officer sri lanka telecom senior executive technical telebiz international pvt ltd
